Unnamed: 0,status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_,borrower_score
30222,Fully Paid,7000,36 months,46000,13.96,6.12574,5498,70.5,debt_consolidation,RENT,1,1,7,6.0,paid off,3,debt_consolidation,RENT, > 1 Year,0.55
30587,Fully Paid,5000,36 months,45432,16.9,4.25409,9020,51.8,credit_card,MORTGAGE,1,1,11,5.2,paid off,5,credit_card,MORTGAGE, > 1 Year,0.3
17490,Charged Off,8975,36 months,48000,15.11,7.70475,4249,20.7,other,RENT,1,1,8,4.2,default,5,other,RENT, > 1 Year,0.7
18388,Charged Off,11575,36 months,24000,23.9,19.7775,14234,90.7,debt_consolidation,OWN,1,1,9,4.2,default,11,debt_consolidation,OWN, > 1 Year,0.35
26350,Fully Paid,10000,36 months,130000,19.49,3.00637,5122,78.8,home_improvement,MORTGAGE,1,1,10,5.4,paid off,11,home_improvement,MORTGAGE, > 1 Year,0.35
41582,Fully Paid,10000,36 months,55000,0.39,6.97025,99,0.2,moving,RENT,1,1,7,6.8,paid off,2,other,RENT, > 1 Year,0.7
34595,Fully Paid,21000,36 months,117000,20.02,7.01579,1539,19.0,debt_consolidation,RENT,1,1,8,5.4,paid off,7,debt_consolidation,RENT, > 1 Year,0.35
21835,Charged Off,7500,36 months,56000,20.51,5.69721,7342,86.4,debt_consolidation,OWN,1,1,7,3.2,default,11,debt_consolidation,OWN, > 1 Year,0.35
43700,Fully Paid,6000,36 months,70000,7.15,3.41126,5217,44.6,debt_consolidation,RENT,1,1,11,5.8,paid off,1,debt_consolidation,RENT, > 1 Year,0.65
32281,Fully Paid,2800,36 months,50000,17.16,2.22768,13086,75.2,moving,RENT,1,1,12,6.0,paid off,3,other,RENT, > 1 Year,0.6
27310,Fully Paid,5000,36 months,95000,12.91,1.97571,33946,1.3,major_purchase,MORTGAGE,1,1,8,7.0,paid off,6,major_purchase,MORTGAGE, > 1 Year,0.45
10076,Charged Off,5000,36 months,72660,28.44,2.74748,8066,91.7,debt_consolidation,MORTGAGE,1,0,9,5.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.35
22348,Charged Off,30625,60 months,98500,27.88,9.38717,43460,70.9,debt_consolidation,MORTGAGE,1,1,12,3.4,default,8,debt_consolidation,MORTGAGE, > 1 Year,0.6
485,Charged Off,20000,60 months,63239,22.22,8.38666,10890,45.9,debt_consolidation,MORTGAGE,1,1,9,5.6,default,3,debt_consolidation,MORTGAGE, > 1 Year,0.7
19882,Charged Off,10000,36 months,80000,22.71,4.9908,35943,78.5,debt_consolidation,RENT,1,1,13,5.6,default,1,debt_consolidation,RENT, > 1 Year,0.35
10652,Charged Off,10000,36 months,70000,11.55,5.70377,11591,82.8,debt_consolidation,RENT,1,1,7,5.6,default,2,debt_consolidation,RENT, > 1 Year,0.45
792,Charged Off,20400,60 months,80800,10.38,7.15218,11149,41.0,debt_consolidation,RENT,1,1,8,4.6,default,7,debt_consolidation,RENT, > 1 Year,0.4
2693,Charged Off,7200,60 months,56500,14.93,3.48425,7683,63.8,debt_consolidation,MORTGAGE,1,1,14,4.4,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.45
41352,Fully Paid,16000,60 months,41000,19.59,12.9287,7756,64.6,medical,MORTGAGE,1,1,10,2.8,paid off,10,medical,MORTGAGE, > 1 Year,0.55
15818,Charged Off,12000,36 months,85500,6.75,6.06947,2634,20.8,debt_consolidation,RENT,0,1,7,3.2,default,5,debt_consolidation,RENT, > 1 Year,0.75
4023,Charged Off,8000,36 months,36996,20.86,8.02887,6738,63.0,debt_consolidation,RENT,1,1,7,6.6,default,11,debt_consolidation,RENT, > 1 Year,0.35
38185,Fully Paid,2000,36 months,44619,26.04,2.02622,13142,69.5,other,RENT,1,1,7,2.8,paid off,5,other,RENT, > 1 Year,0.4
14666,Charged Off,10000,36 months,172000,6.12,2.3213,8830,76.1,debt_consolidation,MORTGAGE,1,1,8,5.6,default,3,debt_consolidation,MORTGAGE, > 1 Year,0.45
13753,Charged Off,35000,36 months,88608,30.12,16.6177,41836,84.9,credit_card,MORTGAGE,1,1,15,4.6,default,11,credit_card,MORTGAGE, > 1 Year,0.5
43399,Fully Paid,10000,36 months,36400,18.92,11.0763,9166,50.4,debt_consolidation,RENT,1,1,9,3.8,paid off,3,debt_consolidation,RENT, > 1 Year,0.5
17819,Charged Off,15000,36 months,42000,20.11,15.6557,12421,81.1,debt_consolidation,RENT,1,1,9,3.6,default,0,debt_consolidation,RENT, < 1 Year,0.45
32054,Fully Paid,11150,36 months,72000,3.62,5.93117,11944,27.5,credit_card,RENT,1,1,6,7.0,paid off,3,credit_card,RENT, > 1 Year,0.7
33321,Fully Paid,15000,36 months,45000,16.4,13.5723,8808,75.3,debt_consolidation,RENT,1,1,7,4.2,paid off,3,debt_consolidation,RENT, > 1 Year,0.8
5592,Charged Off,25000,36 months,80000,11.64,13.7044,33761,37.8,small_business,MORTGAGE,1,1,18,1.6,default,10,small_business,MORTGAGE, > 1 Year,0.5
33257,Fully Paid,27000,60 months,60000,22.66,14.4574,12494,57.7,debt_consolidation,RENT,1,1,12,2.4,paid off,11,debt_consolidation,RENT, > 1 Year,0.4
26485,Fully Paid,19750,36 months,45000,32.91,18.0235,20137,77.7,debt_consolidation,MORTGAGE,1,0,10,6.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
14333,Charged Off,6625,36 months,23782,17.8,11.2815,9601,56.8,debt_consolidation,RENT,1,1,6,5.8,default,0,debt_consolidation,RENT, < 1 Year,0.45
19554,Charged Off,2000,36 months,27600,24.87,2.93478,2613,70.6,other,OWN,1,1,8,5.8,default,11,other,OWN, > 1 Year,0.45
13234,Charged Off,30750,60 months,93000,14.54,10.4505,16598,66.8,debt_consolidation,MORTGAGE,1,1,13,4.0,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.3
22547,Charged Off,22800,36 months,60000,28.14,16.3874,377,59.9,debt_consolidation,MORTGAGE,1,1,7,3.4,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
26450,Fully Paid,12000,36 months,60000,20.8,7.9852,11047,53.1,credit_card,MORTGAGE,0,1,13,5.6,paid off,2,credit_card,MORTGAGE, > 1 Year,0.65
19563,Charged Off,16000,36 months,52600,9.54,12.8854,14989,75.3,debt_consolidation,OWN,1,1,10,5.0,default,6,debt_consolidation,OWN, > 1 Year,0.35
5084,Charged Off,10000,36 months,60000,20.58,6.9264,56189,89.2,small_business,MORTGAGE,1,1,18,2.2,default,2,small_business,MORTGAGE, > 1 Year,0.5
1001,Charged Off,2200,60 months,63000,11.9,1.09676,2014,83.9,debt_consolidation,RENT,1,0,8,2.6,default,1,debt_consolidation,RENT, > 1 Year,0.4
39810,Fully Paid,11750,36 months,44000,11.78,11.5484,12040,71.7,credit_card,MORTGAGE,1,0,12,3.2,paid off,11,credit_card,MORTGAGE, > 1 Year,0.55
9978,Charged Off,7200,36 months,40000,14.28,7.7301,3003,91.0,debt_consolidation,RENT,0,0,5,5.0,default,3,debt_consolidation,RENT, > 1 Year,0.4
8166,Charged Off,9950,36 months,30000,17.82,13.286,8419,65.8,credit_card,OWN,1,1,5,5.8,default,0,credit_card,OWN, < 1 Year,0.4
22843,Fully Paid,2400,36 months,30000,27.0,3.2804,10272,56.1,home_improvement,MORTGAGE,1,1,10,4.6,paid off,4,home_improvement,MORTGAGE, > 1 Year,0.45
31792,Fully Paid,10000,36 months,60000,16.96,6.5612,8137,66.7,debt_consolidation,MORTGAGE,1,1,11,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.4
44550,Fully Paid,21600,60 months,73000,16.98,8.35233,8571,81.6,home_improvement,OWN,0,1,8,4.8,paid off,11,home_improvement,OWN, > 1 Year,0.65
613,Charged Off,14125,60 months,35000,16.49,13.1781,7810,92.7,debt_consolidation,RENT,0,1,14,1.4,default,6,debt_consolidation,RENT, > 1 Year,0.5
1604,Charged Off,22250,60 months,38400,23.16,10.915,17449,51.5,small_business,MORTGAGE,1,1,13,4.8,default,5,small_business,MORTGAGE, > 1 Year,0.45
44227,Fully Paid,20000,36 months,60000,13.34,13.4758,15370,68.6,debt_consolidation,RENT,1,1,4,4.2,paid off,10,debt_consolidation,RENT, > 1 Year,0.45
31866,Fully Paid,20000,36 months,305000,3.91,2.84203,185,18.5,home_improvement,MORTGAGE,0,1,6,3.0,paid off,11,home_improvement,MORTGAGE, > 1 Year,0.6
36090,Fully Paid,2400,36 months,70000,0.93,1.44651,2024,14.6,small_business,RENT,1,1,6,2.4,paid off,3,small_business,RENT, > 1 Year,0.45
22347,Charged Off,14250,36 months,34000,25.59,16.8229,12941,63.4,debt_consolidation,OWN,1,1,11,5.8,default,0,debt_consolidation,OWN, < 1 Year,0.4
41049,Fully Paid,6200,36 months,38000,13.04,6.38589,2886,22.2,major_purchase,RENT,1,1,10,5.4,paid off,5,major_purchase,RENT, > 1 Year,0.45
12775,Charged Off,25000,36 months,125000,18.97,7.47878,134888,16.5,debt_consolidation,MORTGAGE,1,1,20,6.6,default,8,debt_consolidation,MORTGAGE, > 1 Year,0.45
14635,Charged Off,12000,36 months,55000,22.41,8.95985,9407,82.5,debt_consolidation,MORTGAGE,1,1,10,6.0,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.35
12176,Charged Off,28000,60 months,65000,16.97,14.4155,15156,48.9,debt_consolidation,MORTGAGE,1,1,13,3.0,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.55
44385,Fully Paid,2000,36 months,80000,10.14,1.0125,24565,53.6,debt_consolidation,RENT,1,1,11,5.8,paid off,5,debt_consolidation,RENT, > 1 Year,0.65
3748,Charged Off,15000,60 months,45000,2.56,9.8232,2306,37.2,wedding,RENT,0,1,5,2.2,default,11,other,RENT, > 1 Year,0.55
12028,Charged Off,18000,60 months,57000,24.17,10.1436,11600,63.0,debt_consolidation,MORTGAGE,1,1,17,2.2,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.2
6568,Charged Off,28000,60 months,105000,18.81,7.97006,24065,65.6,credit_card,RENT,1,0,12,5.0,default,7,credit_card,RENT, > 1 Year,0.4
22887,Fully Paid,1600,36 months,3500,5.14,17.0469,506,5.9,other,RENT,1,1,2,6.4,paid off,1,other,RENT, > 1 Year,0.6
44355,Fully Paid,22000,60 months,80000,15.44,6.8343,19986,29.3,credit_card,MORTGAGE,1,1,16,7.0,paid off,6,credit_card,MORTGAGE, > 1 Year,0.6
8840,Charged Off,18000,60 months,110000,20.82,5.32898,36955,87.4,home_improvement,MORTGAGE,1,1,19,2.4,default,8,home_improvement,MORTGAGE, > 1 Year,0.65
24741,Fully Paid,6000,36 months,135600,13.66,1.95177,5914,40.5,other,RENT,0,1,10,3.6,paid off,4,other,RENT, > 1 Year,0.75
15604,Charged Off,8200,36 months,46000,20.46,7.32052,11980,55.7,home_improvement,OWN,1,1,7,6.0,default,5,home_improvement,OWN, > 1 Year,0.55
17484,Charged Off,10000,36 months,150000,13.6,2.50328,6897,70.9,credit_card,RENT,1,1,7,6.8,default,4,credit_card,RENT, > 1 Year,0.6
42977,Fully Paid,6000,36 months,41000,0.0,5.74859,0,0.0,major_purchase,RENT,0,1,2,5.6,paid off,4,major_purchase,RENT, > 1 Year,0.35
36326,Fully Paid,5500,36 months,76000,28.25,2.70174,23659,56.3,debt_consolidation,MORTGAGE,1,1,14,6.6,paid off,10,debt_consolidation,MORTGAGE, > 1 Year,0.5
35903,Fully Paid,3600,36 months,55000,23.12,2.72684,5376,86.7,debt_consolidation,MORTGAGE,0,1,8,4.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
1752,Charged Off,18300,36 months,74900,13.03,9.59744,1348,12.7,home_improvement,MORTGAGE,0,0,13,5.6,default,6,home_improvement,MORTGAGE, > 1 Year,0.6
42604,Fully Paid,13000,36 months,44000,5.54,12.1331,8492,80.9,credit_card,MORTGAGE,1,1,5,6.0,paid off,0,credit_card,MORTGAGE, < 1 Year,0.5
14527,Charged Off,12000,36 months,48000,26.8,10.5177,8415,50.1,credit_card,RENT,1,1,15,4.6,default,2,credit_card,RENT, > 1 Year,0.45
2946,Charged Off,20000,36 months,40000,10.35,19.0464,13797,73.6,credit_card,RENT,1,1,6,5.2,default,11,credit_card,RENT, > 1 Year,0.75
37729,Fully Paid,21600,36 months,90000,14.16,9.42747,22474,46.0,credit_card,RENT,1,1,9,5.4,paid off,1,credit_card,RENT, > 1 Year,0.45
6439,Charged Off,8000,36 months,24000,10.85,13.8625,13194,82.5,debt_consolidation,RENT,1,1,4,4.6,default,5,debt_consolidation,RENT, > 1 Year,0.45
8207,Charged Off,12500,36 months,38000,10.96,13.8546,7100,94.7,credit_card,MORTGAGE,0,1,6,4.8,default,11,credit_card,MORTGAGE, > 1 Year,0.25
4233,Charged Off,12000,36 months,60000,20.32,8.056,6359,48.2,debt_consolidation,MORTGAGE,1,1,6,4.2,default,0,debt_consolidation,MORTGAGE, < 1 Year,0.45
27511,Fully Paid,18000,36 months,75000,24.93,10.4482,20265,84.1,credit_card,RENT,1,1,14,3.6,paid off,4,credit_card,RENT, > 1 Year,0.5
13837,Charged Off,25000,36 months,87000,27.52,11.3121,21427,79.1,debt_consolidation,RENT,1,1,10,5.4,default,11,debt_consolidation,RENT, > 1 Year,0.3
11226,Charged Off,2000,36 months,52000,18.8,1.58492,11292,62.4,debt_consolidation,MORTGAGE,0,1,13,4.2,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.2
10357,Charged Off,16000,60 months,93000,24.0,5.91897,75435,76.4,other,MORTGAGE,1,1,9,2.0,default,4,other,MORTGAGE, > 1 Year,0.45
3776,Charged Off,10000,60 months,24000,19.6,11.087,2935,65.2,debt_consolidation,OWN,1,1,5,6.0,default,3,debt_consolidation,OWN, > 1 Year,0.4
7183,Charged Off,6350,36 months,57500,6.11,4.89266,7587,70.2,debt_consolidation,MORTGAGE,0,1,8,3.8,default,2,debt_consolidation,MORTGAGE, > 1 Year,0.5
19422,Charged Off,12000,36 months,65000,24.89,7.64197,20738,89.8,credit_card,OWN,0,1,10,4.4,default,5,credit_card,OWN, > 1 Year,0.3
15376,Charged Off,12000,36 months,64500,29.86,7.88112,16895,92.3,debt_consolidation,RENT,1,1,6,4.8,default,1,debt_consolidation,RENT, > 1 Year,0.3
25633,Fully Paid,25000,60 months,60000,12.26,11.392,19421,46.0,small_business,RENT,1,0,7,4.4,paid off,11,small_business,RENT, > 1 Year,0.7
17663,Charged Off,11500,36 months,35277,9.22,13.3872,5309,35.4,other,RENT,1,1,5,6.0,default,11,other,RENT, > 1 Year,0.5
3933,Charged Off,19750,36 months,55000,22.43,15.0604,17327,88.2,credit_card,MORTGAGE,1,1,23,3.6,default,6,credit_card,MORTGAGE, > 1 Year,0.35
38761,Fully Paid,8000,36 months,70000,2.71,4.32874,10034,29.8,home_improvement,MORTGAGE,1,1,6,7.0,paid off,4,home_improvement,MORTGAGE, > 1 Year,0.6
43321,Fully Paid,20000,36 months,60000,16.88,13.4758,21383,42.0,debt_consolidation,MORTGAGE,1,1,17,5.8,paid off,5,debt_consolidation,MORTGAGE, > 1 Year,0.55
42803,Fully Paid,35000,60 months,125000,11.2,9.68755,31430,98.5,debt_consolidation,MORTGAGE,1,1,15,1.0,paid off,3,debt_consolidation,MORTGAGE, > 1 Year,0.2
43736,Fully Paid,30000,36 months,150000,23.9,8.7672,25371,49.9,debt_consolidation,RENT,0,1,16,3.6,paid off,4,debt_consolidation,RENT, > 1 Year,0.5
8183,Charged Off,12000,36 months,38000,27.38,12.8927,7271,37.3,debt_consolidation,RENT,1,1,8,4.2,default,5,debt_consolidation,RENT, > 1 Year,0.5
845,Charged Off,2000,36 months,18000,16.73,4.14867,2925,33.2,other,RENT,1,1,5,6.6,default,5,other,RENT, > 1 Year,0.5
33127,Fully Paid,24000,60 months,78000,22.6,10.282,6878,41.2,debt_consolidation,RENT,0,1,8,2.6,paid off,11,debt_consolidation,RENT, > 1 Year,0.7
41886,Fully Paid,7200,36 months,24000,23.55,13.471,2754,18.2,debt_consolidation,RENT,1,1,7,2.2,paid off,1,debt_consolidation,RENT, > 1 Year,0.65
21372,Charged Off,3900,36 months,55000,12.73,2.97535,9063,77.5,debt_consolidation,RENT,0,1,13,3.2,default,5,debt_consolidation,RENT, > 1 Year,0.3
38925,Fully Paid,25200,60 months,75000,5.79,8.4032,18346,25.6,debt_consolidation,OWN,0,1,6,5.2,paid off,11,debt_consolidation,OWN, > 1 Year,0.55
41483,Fully Paid,5000,36 months,39700,29.93,5.16393,16673,58.9,debt_consolidation,RENT,1,1,10,4.6,paid off,6,debt_consolidation,RENT, > 1 Year,0.55
9716,Charged Off,16800,36 months,77500,14.97,9.24588,18176,63.8,debt_consolidation,RENT,1,1,7,5.0,default,6,debt_consolidation,RENT, > 1 Year,0.6
19886,Charged Off,10000,60 months,63000,14.24,5.04552,3167,48.0,debt_consolidation,MORTGAGE,1,1,9,2.2,default,7,debt_consolidation,MORTGAGE, > 1 Year,0.3
10471,Charged Off,15000,36 months,38000,22.86,15.5394,13886,30.7,debt_consolidation,RENT,0,1,25,5.4,default,11,debt_consolidation,RENT, > 1 Year,0.65
28241,Fully Paid,1600,36 months,25700,12.98,2.56903,0,0.0,home_improvement,MORTGAGE,1,0,9,3.4,paid off,6,home_improvement,MORTGAGE, > 1 Year,0.65
8524,Charged Off,7000,36 months,58000,14.63,5.20407,12583,71.5,debt_consolidation,MORTGAGE,1,1,11,3.2,default,8,debt_consolidation,MORTGAGE, > 1 Year,0.4
44351,Fully Paid,8000,36 months,56000,5.74,5.21443,144,0.8,debt_consolidation,RENT,1,1,6,6.4,paid off,11,debt_consolidation,RENT, > 1 Year,0.65
23091,Fully Paid,11450,36 months,55577,29.54,8.64422,9604,55.2,debt_consolidation,MORTGAGE,1,1,26,3.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.5
16348,Charged Off,13000,36 months,39000,32.06,14.4151,13787,67.6,debt_consolidation,OWN,1,1,10,3.2,default,4,debt_consolidation,OWN, > 1 Year,0.5
3064,Charged Off,7000,36 months,90000,6.67,2.81493,7221,7.4,debt_consolidation,MORTGAGE,1,1,13,6.2,default,0,debt_consolidation,MORTGAGE, < 1 Year,0.55
25842,Fully Paid,4800,36 months,20000,25.02,8.7606,1375,17.2,home_improvement,MORTGAGE,1,1,7,6.4,paid off,6,home_improvement,MORTGAGE, > 1 Year,0.6
32107,Fully Paid,12000,60 months,51000,26.15,7.87412,5741,53.7,debt_consolidation,RENT,1,1,9,3.0,paid off,11,debt_consolidation,RENT, > 1 Year,0.55
35103,Fully Paid,10000,60 months,45000,23.39,6.5832,12959,69.7,debt_consolidation,MORTGAGE,1,1,16,2.6,paid off,7,debt_consolidation,MORTGAGE, > 1 Year,0.4
19997,Charged Off,27050,36 months,55000,10.6,20.3579,725,8.4,small_business,RENT,0,1,10,4.4,default,10,small_business,RENT, > 1 Year,0.6
12221,Charged Off,30000,36 months,90000,19.67,13.4988,17270,61.9,credit_card,MORTGAGE,1,1,12,5.8,default,11,credit_card,MORTGAGE, > 1 Year,0.65
23305,Fully Paid,11000,36 months,47000,25.99,9.19353,9653,71.5,debt_consolidation,RENT,1,1,6,5.4,paid off,11,debt_consolidation,RENT, > 1 Year,0.35
37643,Fully Paid,4000,36 months,96000,2.05,1.63675,2444,8.9,major_purchase,MORTGAGE,0,1,13,5.6,paid off,11,major_purchase,MORTGAGE, > 1 Year,0.7
9440,Charged Off,15000,36 months,61000,17.63,10.705,6784,25.8,debt_consolidation,MORTGAGE,1,1,13,3.4,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
26340,Fully Paid,28625,60 months,90000,13.92,9.74387,13858,69.0,debt_consolidation,MORTGAGE,1,0,10,3.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
20240,Charged Off,6400,36 months,31200,20.38,8.19,10018,60.7,car,RENT,1,1,15,5.6,default,1,major_purchase,RENT, > 1 Year,0.45
18712,Charged Off,19200,60 months,42000,16.14,13.4251,8464,50.4,debt_consolidation,MORTGAGE,1,1,11,5.0,default,9,debt_consolidation,MORTGAGE, > 1 Year,0.5
35952,Fully Paid,10000,36 months,45000,33.25,8.9992,8997,73.7,credit_card,RENT,1,1,8,5.8,paid off,6,credit_card,RENT, > 1 Year,0.35
3982,Charged Off,5000,36 months,70000,14.76,2.84126,0,0.0,debt_consolidation,MORTGAGE,1,1,3,6.0,default,3,debt_consolidation,MORTGAGE, > 1 Year,0.45
21203,Charged Off,12000,36 months,60000,28.3,8.0278,24705,77.9,debt_consolidation,MORTGAGE,0,1,18,6.0,default,2,debt_consolidation,MORTGAGE, > 1 Year,0.45
33551,Fully Paid,3825,36 months,29950,24.68,5.25836,4560,53.0,debt_consolidation,RENT,1,1,8,4.4,paid off,5,debt_consolidation,RENT, > 1 Year,0.55
23358,Fully Paid,14125,36 months,41000,21.78,14.998,21037,49.7,debt_consolidation,MORTGAGE,0,1,16,3.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.65
34968,Fully Paid,21850,60 months,115000,15.14,5.20059,0,0.0,debt_consolidation,MORTGAGE,1,1,13,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.65
35923,Fully Paid,3000,36 months,48000,9.18,2.41175,6701,31.9,debt_consolidation,RENT,1,1,8,5.2,paid off,2,debt_consolidation,RENT, > 1 Year,0.95
35452,Fully Paid,10000,60 months,74000,18.96,4.16578,7887,48.1,home_improvement,MORTGAGE,0,1,12,2.2,paid off,11,home_improvement,MORTGAGE, > 1 Year,0.65
1660,Charged Off,11000,60 months,51600,14.7,6.81326,6582,70.8,small_business,MORTGAGE,1,1,8,1.2,default,2,small_business,MORTGAGE, > 1 Year,0.35
36865,Fully Paid,15000,36 months,45000,10.48,12.6976,11384,42.8,debt_consolidation,RENT,1,1,8,5.2,paid off,4,debt_consolidation,RENT, > 1 Year,0.7
17612,Charged Off,10000,36 months,88000,26.29,4.53709,17860,92.1,debt_consolidation,MORTGAGE,1,1,15,5.6,default,2,debt_consolidation,MORTGAGE, > 1 Year,0.35
3178,Charged Off,4500,60 months,64800,12.91,1.91111,34321,91.5,credit_card,MORTGAGE,1,0,6,4.8,default,11,credit_card,MORTGAGE, > 1 Year,0.4
24456,Fully Paid,6300,36 months,59000,12.96,4.44142,3358,14.7,debt_consolidation,MORTGAGE,1,0,13,5.0,paid off,3,debt_consolidation,MORTGAGE, > 1 Year,0.6
19377,Charged Off,20000,36 months,48000,7.4,17.0865,10523,73.6,debt_consolidation,RENT,1,1,8,4.2,default,9,debt_consolidation,RENT, > 1 Year,0.45
36094,Fully Paid,10000,36 months,35360,12.52,10.7824,2600,12.3,home_improvement,MORTGAGE,1,1,4,7.0,paid off,10,home_improvement,MORTGAGE, > 1 Year,0.75
2686,Charged Off,10000,60 months,28000,5.7,9.10629,5547,11.1,debt_consolidation,MORTGAGE,1,1,10,5.4,default,1,debt_consolidation,MORTGAGE, > 1 Year,0.65
28356,Fully Paid,8975,36 months,35000,27.26,10.2384,10566,50.8,debt_consolidation,OWN,1,1,12,5.6,paid off,6,debt_consolidation,OWN, > 1 Year,0.5
20966,Default,12575,36 months,42000,12.91,14.4549,4072,56.6,debt_consolidation,MORTGAGE,1,1,5,0.6,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.4
21546,Charged Off,8775,36 months,26000,13.76,15.0494,4489,14.8,debt_consolidation,RENT,1,1,16,2.2,default,2,debt_consolidation,RENT, > 1 Year,0.5
35805,Fully Paid,10000,36 months,86000,20.03,4.97414,26855,77.4,debt_consolidation,MORTGAGE,0,0,16,3.6,paid off,8,debt_consolidation,MORTGAGE, > 1 Year,0.6
11549,Charged Off,22250,60 months,50000,16.68,13.349,12174,80.6,debt_consolidation,MORTGAGE,1,1,7,5.0,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.5
29242,Fully Paid,25000,60 months,72000,22.35,11.1532,21056,52.6,debt_consolidation,MORTGAGE,0,1,14,2.2,paid off,3,debt_consolidation,MORTGAGE, > 1 Year,0.6
18008,Charged Off,20725,60 months,70000,14.91,8.60229,19626,38.4,debt_consolidation,MORTGAGE,1,1,15,4.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.35
13520,Charged Off,15550,36 months,36000,29.0,18.8667,30022,86.5,debt_consolidation,OWN,1,1,11,3.4,default,11,debt_consolidation,OWN, > 1 Year,0.55
28723,Fully Paid,25000,36 months,105897,13.06,9.32355,11424,32.9,debt_consolidation,MORTGAGE,1,1,9,6.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.65
36126,Fully Paid,12000,36 months,80000,9.69,6.1512,6905,53.9,debt_consolidation,MORTGAGE,1,0,7,4.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
39133,Fully Paid,4700,36 months,55000,10.06,3.74596,9393,83.9,credit_card,RENT,1,1,12,3.6,paid off,11,credit_card,RENT, > 1 Year,0.55
14677,Charged Off,10000,36 months,30000,22.92,14.612,4880,77.5,debt_consolidation,RENT,1,1,6,3.6,default,10,debt_consolidation,RENT, > 1 Year,0.45
2016,Charged Off,18000,60 months,62500,13.08,8.26368,917,43.7,debt_consolidation,MORTGAGE,1,0,4,5.0,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.65
44801,Fully Paid,6000,36 months,41000,23.07,5.91629,5976,25.2,debt_consolidation,MORTGAGE,1,0,13,5.8,paid off,4,debt_consolidation,MORTGAGE, > 1 Year,0.7
36587,Fully Paid,21250,36 months,65000,24.15,13.7828,0,0.0,debt_consolidation,RENT,1,1,4,3.8,paid off,5,debt_consolidation,RENT, > 1 Year,0.45
39949,Fully Paid,4675,36 months,65000,11.98,2.97729,11869,88.2,credit_card,MORTGAGE,1,1,9,4.4,paid off,1,credit_card,MORTGAGE, > 1 Year,0.4
22379,Charged Off,5000,36 months,33500,15.98,6.09099,10556,27.5,debt_consolidation,MORTGAGE,0,1,11,4.2,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.4
15505,Charged Off,17325,36 months,39995,28.01,17.8495,16261,91.4,debt_consolidation,RENT,1,1,11,4.2,default,5,debt_consolidation,RENT, > 1 Year,0.4
8645,Charged Off,25975,60 months,140000,27.39,6.52054,20377,68.4,debt_consolidation,MORTGAGE,1,1,23,1.8,default,7,debt_consolidation,MORTGAGE, > 1 Year,0.7
29978,Fully Paid,10500,60 months,85000,18.59,3.60099,11182,78.7,credit_card,MORTGAGE,1,1,6,3.8,paid off,5,credit_card,MORTGAGE, > 1 Year,0.4
6635,Charged Off,5000,36 months,30000,10.72,6.2584,6352,12.7,debt_consolidation,MORTGAGE,1,1,14,6.8,default,0,debt_consolidation,MORTGAGE, < 1 Year,0.7
18352,Charged Off,11500,36 months,45000,20.8,10.5784,8689,82.9,debt_consolidation,RENT,1,1,6,4.4,default,4,debt_consolidation,RENT, > 1 Year,0.3
38683,Fully Paid,9600,36 months,300000,6.42,1.33548,1800,75.0,home_improvement,MORTGAGE,1,1,11,5.0,paid off,2,home_improvement,MORTGAGE, > 1 Year,0.45
12363,Charged Off,35000,36 months,180000,29.29,8.40867,40003,86.6,debt_consolidation,RENT,0,1,14,3.2,default,3,debt_consolidation,RENT, > 1 Year,0.2
30394,Fully Paid,18500,36 months,75000,18.85,9.84848,18111,48.2,debt_consolidation,MORTGAGE,1,1,11,5.6,paid off,7,debt_consolidation,MORTGAGE, > 1 Year,0.5
10704,Charged Off,15000,36 months,54000,8.92,11.7669,10510,58.1,debt_consolidation,RENT,0,1,8,4.8,default,7,debt_consolidation,RENT, > 1 Year,0.5
