Importe,añosPago,IngresoAnuales,RelacionIngresoDeuda,RelacionCuotaDeuda,PendienteEnTarjeta,UsoCreditoTarjeta,Objetivo,esPropietario,FueVeraz,TuvoEmbargo,Cuentas,PuntuacionGeneral,Default,AntiguedadLaboral
22800,3,220000,16.32,3.78513,41210,44.1,Compra,Hipoteca,0,0,13,6.2,paid off,8
7500,3,22596,6.74,12.8072,7313,29.6,Deuda,Alquiler,0,0,6,5.4,default,5
35000,3,260000,9.21,6.08598,6905,55.7,Hipoteca,Alquiler,0,0,14,2.4,paid off,2
10000,3,40800,11.85,9.855,592,84.6,Mudanza,Propio,1,0,4,4.4,paid off,10
25000,5,96000,9.59,7.05925,16074,68.4,Deuda,Hipoteca,0,0,4,4.2,paid off,11
6500,3,60000,16.14,3.9426,10506,35.4,Compra,Hipoteca,0,0,7,6.4,paid off,11
5000,3,36000,10.22,5.70367,11697,27.5,No declara,Propio,0,0,9,6.0,default,2
15350,3,40000,27.24,17.0484,12449,79.8,Deuda,Propio,0,0,14,4.0,default,11
5200,3,88000,12.59,2.30986,16530,79.5,Deuda,Alquiler,0,0,6,5.4,paid off,5
16000,3,46200,19.11,14.0008,27355,95.3,Deuda renovable,Hipoteca,1,0,8,5.8,paid off,0
15000,3,40000,24.54,14.0808,5825,60.7,Deuda,Alquiler,0,0,7,6.8,default,5
28625,5,64800,17.05,15.1976,33189,76.1,Deuda renovable,Alquiler,0,0,13,2.0,default,8
14500,3,79000,6.88,7.26152,18003,35.0,Deuda,Propio,0,0,18,5.4,paid off,11
18000,3,44720,17.52,15.337,15099,34.2,Deuda,Hipoteca,1,0,16,7.0,default,9
11500,3,33147,24.05,13.8521,9419,34.3,Deuda,Alquiler,0,0,9,5.6,default,9
8000,3,49000,12.07,6.32082,9615,57.9,Deuda,Hipoteca,0,0,10,5.2,default,6
3700,3,76000,22.97,1.92553,47039,89.5,Negocio,Alquiler,0,0,7,6.0,default,5
25000,3,65000,19.83,10.5425,84067,37.0,Deuda,Hipoteca,0,0,7,5.8,default,11
30000,5,82500,10.34,10.0385,20617,38.4,Deuda,Alquiler,0,0,9,4.2,default,2
1400,3,50000,21.24,1.14984,19360,79.7,Deuda,Hipoteca,0,0,6,6.0,default,11
7800,3,52000,7.89,5.92408,15985,45.2,Deuda,Hipoteca,0,0,8,6.0,paid off,8
19200,3,128000,11.11,5.47847,47636,54.2,Deuda renovable,Hipoteca,0,0,24,6.2,default,11
15000,3,140000,6.76,3.9132,13473,22.0,Deuda,Propio,0,0,11,6.2,paid off,5
7000,3,25600,8.86,11.0072,10454,95.0,Deuda renovable,Alquiler,0,0,7,6.0,paid off,0
12000,3,62000,18.63,7.88516,25248,73.8,Deuda,Hipoteca,0,0,14,6.0,default,1
7200,3,76500,8.22,3.51953,8790,56.0,Deuda renovable,Alquiler,0,0,9,6.6,paid off,3
18000,5,55000,1.92,10.9521,4243,28.3,Hipoteca,Alquiler,0,0,6,3.0,default,8
12000,3,81760,7.85,5.51111,11923,55.2,Deuda,Hipoteca,0,0,21,6.8,default,10
8250,3,55000,23.43,6.31069,17270,96.5,Deuda,Alquiler,0,0,8,4.6,default,8
7675,3,39000,23.5,8.08154,14520,74.8,Deuda,Alquiler,0,0,14,6.0,default,3
7500,3,53000,17.62,5.39208,1896,12.9,Deuda,Hipoteca,0,0,12,7.0,default,11
20000,3,80000,8.25,11.0303,12311,54.0,Deuda,Hipoteca,0,0,14,4.0,paid off,7
20250,5,52000,22.32,11.5588,20610,71.3,Deuda,Alquiler,0,0,10,5.0,default,11
19000,3,50000,15.72,14.4797,8062,18.7,Deuda,Alquiler,0,0,9,7.0,default,9
1600,3,110000,7.48,0.640364,21602,41.4,No declara,Hipoteca,0,1,10,3.8,default,11
10000,3,42000,14.46,9.948,13011,63.0,Deuda,Alquiler,0,0,14,4.4,paid off,11
15000,3,38000,21.98,15.9316,15432,64.0,Deuda,Alquiler,0,0,14,4.2,paid off,1
5000,3,41718,3.88,4.47462,7755,16.6,Deuda renovable,Propio,0,0,12,6.8,paid off,4
24200,5,55000,14.1,14.0476,18747,95.2,Deuda,Alquiler,0,0,14,4.0,default,1
9800,3,40000,4.44,9.6447,5093,20.4,Deuda,Hipoteca,0,0,10,5.4,default,4
15000,3,65000,34.39,10.1579,16768,67.9,Deuda,Alquiler,0,0,14,3.8,default,8
20500,3,69000,24.52,13.4136,16491,99.9,Deuda,Propio,1,0,6,0.6,default,6
35000,5,111000,13.65,10.5366,51597,90.4,Deuda,Hipoteca,0,0,7,2.6,default,2
18825,3,150000,28.03,4.94048,99049,89.9,Deuda,Alquiler,0,0,12,5.4,paid off,9
12000,3,98000,9.82,5.31147,15195,65.5,Deuda,Alquiler,1,0,8,3.4,default,9
7500,3,60000,19.5,5.1508,18053,52.6,Deuda,Alquiler,0,0,14,4.2,paid off,11
2200,3,18000,3.2,4.836,1088,83.7,Negocio,Hipoteca,0,0,2,5.8,default,7
19600,5,47000,29.97,13.1806,28366,62.5,Deuda,Hipoteca,0,0,16,4.0,default,7
5000,3,76000,9.24,2.68753,2106,75.2,Deuda renovable,Alquiler,1,1,5,5.0,paid off,2
20000,3,150000,4.09,5.00648,14342,20.5,Deuda renovable,Hipoteca,0,0,10,6.8,paid off,11
4600,5,40000,3.51,3.6756,3193,39.4,Bien de Capital,Alquiler,0,0,5,1.2,paid off,4
10000,3,140000,13.83,2.72177,28485,86.3,Deuda,Hipoteca,0,0,9,7.0,default,11
8000,3,55000,15.21,6.16167,19108,93.2,Deuda renovable,Alquiler,0,0,11,4.8,default,1
7000,3,90900,11.93,3.04026,12965,96.8,No declara,Hipoteca,0,0,6,4.4,default,11
7750,5,65000,22.74,3.51674,24962,72.7,Deuda,Hipoteca,0,0,13,3.6,default,9
6000,3,57000,14.83,4.20274,4092,40.1,Deuda,Hipoteca,0,0,13,5.6,paid off,10
16000,5,95000,15.55,5.3232,48244,60.6,Deuda,Propio,0,0,11,4.0,paid off,4
29375,3,73300,33.88,17.5673,10943,63.3,Compra,Hipoteca,0,0,13,3.6,paid off,6
25150,5,75000,15.63,11.4435,38767,53.0,Deuda,Hipoteca,0,0,15,1.2,default,11
8000,3,78000,14.66,4.16015,2135,41.9,Inversion,Hipoteca,0,0,9,4.4,paid off,6
9000,3,69000,25.41,5.52539,17368,84.3,Deuda renovable,Hipoteca,0,0,14,4.8,default,7
14400,5,50400,20.98,9.13143,13404,89.4,Deuda,Hipoteca,0,0,10,1.2,default,11
8575,3,25000,12.19,14.3126,19345,73.6,Deuda,Hipoteca,0,0,8,4.6,paid off,5
12175,3,35000,8.61,14.2851,7776,35.2,Inversion,Propio,0,1,10,6.0,default,4
5000,3,63700,23.06,3.4314,4326,43.7,Deuda,Alquiler,0,0,12,3.4,paid off,1
6000,3,40000,15.87,6.2091,5881,49.8,Deuda,Alquiler,0,1,7,4.6,default,6
12000,3,53000,22.85,9.13404,17385,71.2,Deuda,Alquiler,0,0,15,4.4,paid off,2
5000,3,75000,2.4,2.7448,6383,82.9,No declara,Alquiler,0,0,6,4.4,paid off,1
9800,3,30000,23.69,13.2292,16838,74.8,Deuda,Alquiler,0,0,7,5.8,paid off,5
8400,3,65454,10.63,5.11449,6616,36.8,Deuda,Hipoteca,0,1,7,6.0,paid off,11
10000,3,30000,24.56,13.32,27735,41.6,No declara,Alquiler,0,0,12,5.8,default,11
16000,3,75000,9.09,8.39824,4419,30.5,Deuda renovable,Alquiler,0,0,15,5.4,default,3
8400,3,57000,13.49,5.61537,2652,5.0,Deuda,Alquiler,0,0,18,7.0,paid off,11
12000,3,40000,8.22,12.8835,11508,81.6,Deuda,Alquiler,0,0,6,5.0,default,5
24250,5,55000,20.01,13.087,12768,42.0,Deuda renovable,Hipoteca,0,0,9,5.0,default,10
5000,3,80000,23.28,2.64765,33785,91.6,Inversion,Hipoteca,0,0,10,5.0,paid off,11
4375,3,20000,7.95,9.9846,6574,73.0,Deuda,Hipoteca,0,0,8,2.4,paid off,1
7000,3,70000,22.36,4.04966,28985,68.8,Otros,Hipoteca,1,0,7,5.8,default,6
15000,5,125000,9.03,3.64109,49677,92.0,Deuda,Hipoteca,0,0,8,1.2,default,8
4000,3,27600,22.61,6.00348,3395,97.0,No declara,Propio,0,0,3,3.0,paid off,10
10000,3,65000,13.51,6.14252,4894,47.5,Deuda,Alquiler,0,0,8,5.6,paid off,2
12000,5,68000,24.94,5.96382,29605,88.4,Deuda,Hipoteca,0,0,14,1.2,default,8
6000,3,56000,7.18,4.34636,2337,25.1,Evento,Hipoteca,0,0,7,4.2,paid off,1
25000,3,110000,4.84,8.8464,28002,71.8,Deuda,Hipoteca,0,0,6,6.0,paid off,11
5000,3,12000,6.6,15.782,2790,59.4,Otros,Alquiler,0,0,4,7.0,default,3
10000,3,80000,22.71,4.9908,35943,78.5,Deuda,Alquiler,0,0,13,5.6,default,1
20000,5,65500,16.96,8.64788,13844,71.4,Deuda,Alquiler,0,0,7,4.6,paid off,1
35000,5,350000,8.11,3.31224,32434,82.5,Inversion,Hipoteca,1,0,11,3.0,paid off,5
20000,5,118000,2.32,4.39586,3769,49.7,Deuda,Alquiler,0,0,10,5.8,default,3
11700,3,50000,25.06,9.08064,10459,19.7,Deuda renovable,Alquiler,0,0,17,5.4,paid off,6
5000,3,41000,14.84,4.57785,1451,31.5,Deuda,Alquiler,0,0,7,7.0,default,11
13000,3,34000,27.0,15.0194,12628,43.5,Deuda renovable,Alquiler,0,0,18,5.4,paid off,3
3500,3,32000,14.81,4.386,1629,24.3,Deuda,Hipoteca,0,0,11,5.8,default,8
4000,3,185000,1.28,0.90227,5173,73.9,Deuda,Alquiler,0,0,4,4.6,paid off,11
15000,5,40000,26.28,12.2199,7428,85.4,Deuda,Alquiler,0,1,7,2.6,default,2
6000,3,45000,3.73,5.70373,495,7.2,Deuda,Hipoteca,0,0,7,3.6,paid off,1
23850,3,60370,22.22,17.551,15230,56.8,Inversion,Hipoteca,0,0,10,4.0,default,11
31300,5,70000,17.98,15.3833,20619,87.4,Deuda,Alquiler,0,0,10,2.0,default,9
12000,5,74500,23.32,4.28601,17088,26.5,Deuda renovable,Alquiler,0,0,8,6.0,paid off,3
6000,3,36000,19.7,6.46867,8629,69.6,Deuda,Propio,0,0,9,5.2,paid off,11
10000,3,37000,14.76,10.4896,9888,43.8,Deuda,Alquiler,0,0,9,5.2,paid off,11
10000,3,48000,20.03,8.58475,22396,72.7,Deuda renovable,Alquiler,0,0,10,4.4,default,2
7500,3,90000,6.37,3.3076,1878,16.3,No declara,Hipoteca,1,0,6,5.6,default,4
16800,5,70000,15.98,6.56914,3062,27.3,Deuda,Hipoteca,0,1,15,5.8,default,10
3500,3,36000,4.21,3.58233,368,1.7,No declara,Alquiler,0,0,8,6.4,paid off,4
9600,3,55000,16.56,7.28356,11072,56.9,Deuda,Alquiler,0,0,8,4.6,paid off,2
7000,3,62000,19.99,4.21394,27148,43.2,Inversion,Alquiler,0,0,18,6.8,paid off,11
5000,3,24000,8.75,7.795,10451,52.0,Compra,Hipoteca,0,0,5,7.0,default,11
3000,3,36000,17.1,3.402,6182,89.5,Deuda,Propio,0,0,4,6.0,paid off,2
25000,3,101000,9.01,10.392,52307,62.6,Negocio,Hipoteca,0,0,11,3.8,default,2
15000,5,55000,21.25,7.80305,9073,46.5,Deuda,Propio,1,0,12,4.4,default,4
35000,5,115000,11.58,9.88038,31343,73.7,Deuda,Hipoteca,0,0,16,2.4,default,11
10500,3,30000,26.48,14.7248,12919,36.8,Deuda,Alquiler,0,0,10,4.6,default,5
5000,3,157000,6.32,1.42418,42970,83.3,Deuda,Hipoteca,0,0,7,2.6,paid off,11
4000,3,54000,3.89,2.77,186,0.6,Bien de Capital,Hipoteca,0,0,6,6.6,paid off,0
11000,3,60000,14.28,6.755,11425,35.9,Deuda,Alquiler,0,0,10,6.4,paid off,10
8325,3,40000,13.65,8.547,4597,63.0,Deuda renovable,Alquiler,0,0,5,6.0,paid off,6
10000,5,80000,16.68,4.15995,10614,58.3,Deuda,Hipoteca,0,1,10,2.8,default,6
16000,5,28056,5.77,16.9675,6211,41.1,Deuda,Alquiler,0,0,3,3.8,default,7
20000,3,72000,12.22,12.2272,13271,43.4,Deuda,Alquiler,0,0,19,3.8,default,8
8000,3,68500,8.06,4.30301,8253,38.6,Deuda renovable,Alquiler,0,0,7,6.4,paid off,5
35000,5,80000,12.62,13.4031,33834,61.6,Deuda renovable,Hipoteca,0,0,16,3.6,paid off,4
2375,3,48000,23.72,2.237,7935,62.0,Compra,Alquiler,1,0,5,2.4,paid off,3
6000,5,105996,17.79,1.56266,5110,55.5,No declara,Hipoteca,0,0,11,4.4,default,7
7200,3,40170,14.61,8.01553,10203,76.1,No declara,Alquiler,0,0,9,4.0,default,7
9500,3,32000,0.56,12.1016,1479,7.1,Otros,Alquiler,0,0,3,4.6,paid off,6
9000,3,50000,4.44,6.72,8556,34.1,Deuda,Hipoteca,0,0,10,6.6,paid off,1
35000,3,75000,14.61,18.2411,26705,39.9,Deuda,Hipoteca,0,0,15,5.4,default,11
20000,3,74000,15.7,10.2984,24774,59.9,Deuda,Hipoteca,0,0,11,7.0,paid off,11
24000,3,325000,5.32,3.10032,388892,6.1,Otros,Hipoteca,1,0,10,3.8,default,11
8875,3,35000,22.77,10.4489,10584,83.3,Deuda renovable,Alquiler,0,0,9,4.2,default,5
5000,3,60000,3.16,3.016,6174,18.9,Otros,Hipoteca,0,0,7,6.2,paid off,4
13000,5,60000,25.59,6.116,12811,60.1,Deuda renovable,Alquiler,1,0,14,4.8,paid off,11
35000,5,125000,16.75,4.75526,18747,41.8,Deuda,Hipoteca,0,0,15,4.2,paid off,11
5000,3,30000,14.44,7.0604,3357,67.1,Deuda,Alquiler,1,0,8,4.8,default,4
9000,3,42600,4.82,8.78366,7449,88.7,Deuda,Alquiler,0,0,3,3.4,paid off,4
8000,3,40000,5.22,7.7622,876,13.5,Inversion,Hipoteca,0,0,7,5.2,default,11
15200,3,50000,7.25,6.31656,2140,6.0,No declara,Propio,0,0,8,6.0,paid off,2
19425,5,65000,31.09,9.54111,23859,29.3,Deuda,Alquiler,1,0,24,4.0,paid off,3
1500,3,101000,8.29,0.614851,5979,35.8,Vacaciones,Hipoteca,0,1,11,4.4,paid off,2
22100,5,50000,7.73,12.8422,4303,16.7,Deuda,Propio,0,0,11,4.6,paid off,2
10000,3,60000,27.86,6.2388,13824,38.8,Deuda,Alquiler,0,0,16,6.8,paid off,7
8000,3,75000,9.89,3.9928,5246,6.6,Inversion,Alquiler,0,0,11,6.8,default,6
12000,3,75000,28.08,6.29872,11278,37.3,Deuda,Hipoteca,0,0,12,5.4,default,8
10000,3,45600,15.92,8.53605,10170,67.4,Deuda renovable,Alquiler,0,1,11,6.0,default,8
10000,3,52000,7.04,7.74115,6452,66.5,Deuda,Alquiler,0,0,9,6.0,paid off,3
30000,5,78000,16.11,11.416,18474,54.5,Deuda,Hipoteca,0,0,8,5.0,paid off,11
6000,3,111000,17.69,2.52454,27768,80.3,Deuda,Hipoteca,0,0,11,3.0,default,11
20000,3,93000,17.39,8.19445,53387,60.0,Deuda,Hipoteca,0,0,17,7.0,paid off,7
29175,5,80000,22.34,11.7165,24932,62.2,Deuda,Hipoteca,0,0,15,2.4,paid off,11
10975,3,32000,26.03,13.6935,28765,44.9,Deuda renovable,Propio,0,0,12,5.6,default,1
2500,3,42000,14.51,2.30457,5736,45.5,Deuda,Alquiler,0,1,10,5.2,paid off,8
20000,5,67000,15.92,8.76627,32963,28.6,Deuda,Alquiler,0,0,15,4.8,paid off,7
15000,3,135000,19.1,4.49964,24794,87.6,Deuda renovable,Alquiler,0,0,12,5.8,paid off,6
21000,5,42000,15.8,14.9989,15184,74.2,Deuda,Propio,0,0,5,3.6,default,8
6000,3,21600,10.56,10.4272,6771,65.7,Deuda renovable,Alquiler,0,0,7,7.0,paid off,10
20000,3,60000,21.22,13.5874,53483,70.9,Inversion,Alquiler,0,0,8,4.6,default,5
10575,3,40000,27.18,11.1225,10929,39.7,Deuda,Hipoteca,0,0,12,4.6,default,4
13000,3,50000,20.11,10.163,13810,40.6,Deuda,Hipoteca,0,0,13,5.4,paid off,11
20000,3,85000,14.78,9.69558,20123,64.7,Deuda renovable,Alquiler,0,0,15,4.2,default,11
18000,3,125000,13.94,5.97245,20498,48.6,Deuda renovable,Alquiler,0,0,20,4.8,paid off,4
5000,3,51000,9.22,3.97765,3024,65.7,No declara,Alquiler,0,1,7,3.6,paid off,7
1000,3,50000,19.87,0.828,4949,45.3,Deuda,Alquiler,1,0,17,4.4,default,4
6000,3,64000,12.39,4.12669,1778,16.6,No declara,Alquiler,0,1,17,3.8,paid off,2
21500,3,65000,9.18,14.1297,13471,29.5,Negocio,Alquiler,0,0,11,3.8,default,6
7500,3,38400,20.88,8.42406,995,99.5,Compra,Alquiler,0,0,6,3.8,paid off,11
4000,3,38000,9.92,4.33358,2822,37.1,Evento,Alquiler,0,0,6,5.0,paid off,4
24375,3,55000,17.67,17.9474,30958,58.7,Deuda,Hipoteca,0,0,17,5.8,paid off,3
6400,3,25000,25.39,10.3675,7644,50.6,Deuda,Hipoteca,0,0,10,5.8,default,11
10000,3,35000,8.61,11.0246,9374,46.6,Deuda,Hipoteca,0,0,9,5.2,default,5
14000,3,58000,10.26,9.01117,4198,15.4,Deuda,Hipoteca,0,0,9,6.8,paid off,11
15350,3,120000,12.15,4.8742,19472,60.1,Deuda,Hipoteca,0,0,6,7.0,default,9
18000,3,42000,11.95,16.8714,13072,46.4,Deuda,Hipoteca,0,0,16,5.4,paid off,3
20000,5,58000,29.63,11.9232,12454,35.0,Deuda,Alquiler,1,0,17,1.4,default,5
21000,3,102000,16.4,9.38435,36510,69.9,Otros,Alquiler,0,0,16,2.6,default,4
12000,3,45000,23.24,11.452,7101,80.7,Deuda,Alquiler,0,0,7,5.0,default,2
9600,3,24000,16.45,16.6375,2079,21.4,Deuda,Alquiler,0,1,7,5.0,paid off,3
9600,3,72000,28.0,6.217,13724,86.3,Deuda,Alquiler,1,0,11,1.4,paid off,2
5425,3,20800,11.31,10.6488,9234,39.6,Deuda,Alquiler,0,0,4,4.2,default,6
6000,3,39600,13.0,5.68939,5644,58.2,Deuda renovable,Alquiler,0,0,13,6.8,paid off,3
18000,5,57159,12.45,11.0895,2991,31.2,No declara,Propio,0,1,9,1.8,paid off,11
6500,3,42000,24.97,6.17914,6948,68.8,Deuda renovable,Propio,0,0,7,5.6,paid off,2
12000,5,24000,7.45,15.318,5209,82.7,No declara,Alquiler,0,0,4,4.0,default,4
16000,5,48000,10.72,10.223,2823,72.4,Deuda,Alquiler,0,1,7,1.2,default,5
9000,3,44500,13.83,8.56746,8346,67.3,Deuda renovable,Hipoteca,0,1,13,4.8,paid off,11
4000,3,35000,12.1,4.6656,175,2.7,Otros,Propio,0,0,4,6.0,default,3
4000,3,62000,7.61,2.79,3767,45.4,Deuda,Hipoteca,0,1,5,3.2,paid off,6
9450,3,68000,10.28,5.80641,3251,26.6,Deuda renovable,Alquiler,1,1,9,4.4,paid off,3
12475,3,83000,16.25,6.02082,7584,43.8,Deuda,Alquiler,0,0,14,5.8,paid off,11
12300,3,120000,5.96,3.9057,7140,63.7,Deuda,Hipoteca,0,0,11,7.0,paid off,10
8500,3,54000,19.58,6.57667,6709,95.8,Deuda renovable,Propio,0,0,4,4.4,default,11
9000,3,58000,19.8,6.28407,8761,31.1,Deuda,Hipoteca,0,0,13,5.8,default,11
6000,3,95290,9.51,2.41398,31108,34.9,Compra,Hipoteca,0,0,15,6.8,default,6
8000,3,70000,11.92,4.26669,3546,64.5,No declara,Alquiler,0,0,9,6.6,paid off,3
6000,3,34000,27.81,7.27165,11613,35.8,Deuda,Hipoteca,0,0,12,4.2,default,0
15875,5,62400,24.54,8.87154,10237,72.1,No declara,Hipoteca,0,0,8,1.6,default,11
10000,3,46000,23.9,9.56922,22913,68.8,Deuda renovable,Alquiler,0,0,20,3.8,default,11
9500,3,75000,21.84,5.29392,8904,55.0,Deuda,Alquiler,0,0,18,3.6,paid off,2
35000,3,150000,20.82,9.41416,60994,37.9,Deuda,Hipoteca,0,0,14,5.8,paid off,2
1800,3,28000,15.21,2.58171,4293,66.0,Deuda renovable,Alquiler,0,0,12,6.0,paid off,1
3650,3,28000,31.54,5.52214,10579,40.1,Bien de Capital,Alquiler,0,1,14,4.8,default,11
10000,3,60000,19.88,6.8648,15125,75.6,Deuda,Alquiler,1,0,12,4.2,default,1
28000,5,65000,31.74,14.6557,19736,68.5,Deuda renovable,Hipoteca,1,0,18,1.4,paid off,5
8000,3,105000,2.5,2.78274,531,2.9,Inversion,Hipoteca,0,0,5,6.2,paid off,7
12000,3,72000,9.32,6.54283,22636,67.6,Deuda,Hipoteca,0,0,7,5.2,paid off,4
14000,5,60000,27.8,7.7302,15909,78.4,Deuda,Alquiler,0,0,15,2.8,default,7
9000,3,43000,22.21,9.14986,7071,78.6,Deuda,Hipoteca,0,1,12,3.4,paid off,11
27575,5,91200,27.69,8.19803,45053,44.2,Deuda renovable,Alquiler,0,0,13,6.0,default,2
28500,3,71760,12.07,15.1333,24903,64.3,Deuda renovable,Hipoteca,0,0,12,7.0,paid off,1
12000,3,90000,16.0,4.86973,11967,95.7,Deuda,Hipoteca,0,0,9,6.2,paid off,11
5000,3,54590,5.96,3.34523,2034,3.5,Mudanza,Alquiler,0,0,16,6.2,paid off,4
10000,3,43000,25.26,8.73237,8215,37.2,Deuda,Alquiler,0,0,8,6.8,paid off,2
21000,5,197000,21.73,3.28252,62549,65.4,Deuda,Alquiler,0,0,21,3.4,paid off,2
26100,3,63000,20.5,17.5371,22313,63.0,Deuda,Hipoteca,1,0,16,5.0,default,11
25000,5,75000,26.62,10.491,29594,59.4,Deuda,Hipoteca,1,0,6,3.8,default,11
10000,3,63000,19.03,6.93314,10698,87.7,Deuda,Hipoteca,0,1,15,3.4,paid off,8
3000,3,75000,4.89,1.63248,4014,45.6,Vacaciones,Alquiler,0,0,9,4.2,paid off,4
12175,3,53500,15.16,9.50826,577,12.0,Inversion,Hipoteca,0,1,11,4.8,default,11
25000,3,94000,12.24,11.7069,35592,78.4,No declara,Propio,0,0,10,3.8,paid off,11
35000,5,94000,5.64,12.6678,6614,33.9,Deuda renovable,Alquiler,1,0,6,1.4,default,10
10000,3,63000,22.63,6.192,15655,44.3,Deuda,Alquiler,0,0,9,5.4,paid off,11
10000,3,50000,26.78,8.80368,7702,81.1,Deuda,Alquiler,0,0,11,3.8,paid off,11
20000,3,120000,2.82,6.5611,13417,31.3,Inversion,Hipoteca,1,0,9,5.8,paid off,11
4200,3,56000,20.64,3.07993,9631,62.5,No declara,Hipoteca,0,0,11,6.0,default,11
12000,5,53000,16.62,6.55675,1284,29.9,Deuda,Hipoteca,0,0,8,3.8,default,11
16000,3,90400,23.72,6.6458,3946,22.4,Deuda,Alquiler,0,0,21,6.8,paid off,4
8400,3,45000,6.16,8.01653,6568,64.7,No declara,Propio,0,0,9,3.2,default,4
6100,3,65000,17.63,3.64228,4374,58.4,Deuda renovable,Hipoteca,0,0,19,5.2,paid off,11
9750,3,59000,10.33,6.54407,3281,41.0,Inversion,Hipoteca,0,0,10,5.6,paid off,11
6125,3,60000,12.92,3.7362,6475,32.2,Deuda renovable,Hipoteca,0,0,8,6.6,paid off,11
6825,3,19000,26.06,15.1528,5514,26.3,Deuda,Alquiler,0,0,7,3.4,paid off,2
7825,3,35000,23.9,8.16549,6540,29.9,Deuda renovable,Alquiler,0,0,11,6.2,paid off,0
9400,3,28269,18.72,14.0049,10266,49.1,No declara,Alquiler,0,0,8,4.8,default,3
1600,3,83500,3.65,0.707641,6955,14.6,No declara,Hipoteca,0,0,6,6.4,paid off,4
4000,3,35000,4.39,4.29154,3581,14.2,Deuda renovable,Alquiler,0,1,11,6.8,paid off,3
9750,3,32000,11.59,13.3084,8172,85.1,Deuda,Propio,0,0,7,3.4,paid off,4
5000,3,60000,10.26,3.4018,9386,20.8,Bien de Capital,Alquiler,0,1,11,6.0,default,8
10350,3,30900,27.88,13.3736,13830,76.4,Deuda,Alquiler,0,0,13,5.6,default,7
21725,5,49000,20.69,14.3936,26740,88.0,Deuda,Alquiler,0,0,10,2.4,default,0
5250,3,70000,8.49,2.91086,10033,33.7,Deuda,Hipoteca,1,0,11,5.2,paid off,5
35000,3,86000,10.37,16.4528,8836,77.5,Deuda renovable,Hipoteca,0,0,6,4.2,default,11
25450,3,56600,2.78,18.4652,9529,21.0,Inversion,Propio,0,0,13,6.0,paid off,11
8250,3,36000,24.57,9.575,19233,77.6,Deuda renovable,Alquiler,0,0,9,4.4,paid off,3
12000,5,62000,23.52,6.02381,3962,99.0,Deuda,Hipoteca,0,0,4,1.6,paid off,5
2500,3,95000,14.54,0.967832,30506,49.4,Deuda,Hipoteca,0,0,26,6.4,paid off,11
5475,3,25000,14.4,8.81472,5492,36.6,Deuda renovable,Alquiler,1,0,10,4.2,paid off,7
16000,3,200000,19.3,2.94192,318545,91.5,Deuda renovable,Propio,0,0,10,6.4,paid off,3
9250,3,13000,0.92,28.5757,3498,47.9,Negocio,Alquiler,0,0,4,4.2,default,1
14000,5,90000,17.56,4.89587,27108,94.5,No declara,Hipoteca,0,0,7,3.8,default,11
5000,3,24000,27.65,8.1435,13648,83.7,Deuda renovable,Alquiler,0,0,3,5.4,paid off,11
12000,3,67000,5.71,7.67355,6569,54.7,No declara,Hipoteca,0,0,5,5.0,paid off,7
6700,3,68000,13.77,3.75441,15051,62.2,Deuda renovable,Alquiler,0,0,12,7.0,paid off,1
5000,3,36000,22.83,5.08333,10262,75.5,Deuda,Alquiler,0,0,6,6.6,paid off,0
13000,3,60200,15.81,9.40106,14849,69.7,Negocio,Alquiler,0,0,7,3.4,default,0
8000,3,96000,15.81,3.15638,41859,29.8,Inversion,Hipoteca,0,0,16,7.0,default,2
13650,3,54000,23.29,10.29,18749,61.1,Deuda,Hipoteca,1,0,16,4.8,paid off,2
33425,5,150000,3.7,7.53048,14174,54.5,Deuda renovable,Hipoteca,0,0,12,1.2,default,10
12250,3,35000,18.38,14.1741,10894,55.9,Deuda,Alquiler,0,0,11,5.8,paid off,11
10050,3,55000,9.6,6.83302,407,4.2,Negocio,Alquiler,0,0,10,6.6,default,1
5050,3,110000,2.3,1.69156,7365,20.2,Deuda renovable,Hipoteca,0,0,10,6.4,default,6
8400,3,73000,9.32,4.84652,30875,78.6,No declara,Alquiler,0,0,9,4.8,default,11
9325,3,42000,4.94,8.74029,6416,27.8,Inversion,Propio,0,0,7,5.4,default,4
10000,3,60000,6.34,7.0266,7202,54.6,Deuda,Alquiler,0,0,7,3.8,paid off,5
9450,3,33600,29.18,10.5232,9348,29.4,Deuda,Alquiler,0,0,12,7.0,default,3
9600,3,52000,11.17,7.11415,3844,73.9,Deuda renovable,Alquiler,0,0,11,5.2,default,8
18000,3,72000,24.17,11.2242,1512,94.5,Deuda,Alquiler,0,0,8,2.2,paid off,11
6000,3,35000,4.8,7.32926,6030,27.9,No declara,Alquiler,0,0,11,3.0,paid off,3
24000,3,85000,18.44,11.797,16441,73.4,Deuda,Alquiler,0,0,12,4.8,paid off,4
20000,5,180000,5.59,3.263,17011,52.0,Bien de Capital,Hipoteca,0,0,14,3.4,default,8
15875,3,40000,30.99,16.2981,20430,37.7,Deuda renovable,Propio,0,0,9,6.0,paid off,3
10575,3,30300,15.05,15.6697,8047,67.1,No declara,Alquiler,0,1,7,2.2,default,8
2850,3,19200,18.75,6.19875,4644,43.8,Deuda,Alquiler,0,0,11,4.8,paid off,4
10000,3,40000,16.08,10.6632,11485,71.3,Deuda,Hipoteca,0,1,13,5.0,default,0
5500,3,20000,15.27,10.8258,6542,22.3,Deuda renovable,Hipoteca,1,0,11,5.4,default,0
